timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-10-03T12:11:30,codecarbon,3eb7052b-7e1d-4e4a-8cd2-a4b247a4e021,35.80924406897975,0.00021068981590819868,5.883671140958589e-06,42.5,0.0,21.55092716217041,0.00042274023394016293,0,0.00021432764838918912,0.0006370678823293521,Italy,ITA,campania,,,Linux-5.15.0-122-generic-x86_64-with-glibc2.35,3.10.12,2.6.0,16,AMD EPYC-v4 Processor,,,14.79,40.7667,57.469139099121094,machine,N,1.0
